indicativo,fecha,Temperatura Maxima,Temperatura Minima,Cantidad dias de lluvia,w_racha,hr,p_mes
6155A,2024-01-01,24.7,5.9,7,18.9,69,21.3
6155A,2024-04-01,32.7,6.5,5,16.1,61,10.3
6155A,2024-05-01,31.1,10.4,1,16.1,52,0.2
6155A,2024-06-01,36.1,16.7,3,12.8,51,10.2
6155A,2024-07-01,40.8,19.5,1,15.3,57,1.1
6155A,2024-08-01,42.2,21.9,2,18.6,62,0.3
6155A,2024-09-01,35.8,17.8,5,14.4,60,9.2
6155A,2024-12-01,24.0,3.3,4,20.0,71,56.7
